 10, 60, 0, 5, 5, 0
 10, 60, 0, 2, 4, 4
 13, 60, 0, 5, 6, 2
 10, 60, 0, 7, 1, 2
 7, 60, 0, 1, 1, 5
 13, 60, 0, 6, 5, 2
   3, 60, 0, 3, 0, 0
  4, 60, 0, 4, 0, 0
 16, 60, 0, 10, 3, 3
   10, 60, 0, 7, 2, 1
   16, 60, 0, 7, 6, 3
   19, 60, 0, 16, 2, 1
   15, 60, 0, 9, 3, 3
   
    30, 180, 0, 16, 7, 7 
    31, 180, 0, 22, 5, 4
 28, 180, 0, 18, 4, 6
 15, 180, 0, 6, 3, 6
 26, 180, 0, 11, 9, 6
 19, 180, 0, 8, 9, 2
 34, 180, 0, 15, 8, 11
 34, 180, 0, 15, 8, 11
  8, 180, 0, 5, 1, 2
  16, 180, 0, 11, 2, 3
   35, 180, 0, 21, 7, 7
   24, 180, 0, 12, 7, 5
   24, 180, 0, 11, 10, 3
   
    34, 240, 0, 19, 8, 7
 22, 240, 0, 9, 10, 3
 38, 240, 0, 17, 9, 12
 38, 240, 0, 17, 9, 12
 31, 240, 0, 18, 5, 8
 17, 240, 0, 7, 3, 7
 31, 240, 0, 13, 10, 8
  10, 240, 0, 6, 1, 3
  20, 240, 0, 12, 3, 5
   40, 240, 0, 22, 9, 9
   39, 240, 0, 22, 9, 8
    27, 240, 0, 11, 12, 4
    37, 240, 0, 24, 7, 6
    
    58, 360, 0, 31, 17, 10
     50, 360, 0, 36, 7, 7 
  29, 360, 0, 12, 13, 4   
   53, 360, 0, 27, 16, 10
 35, 360, 0, 14, 12, 9
 38, 360, 0, 21, 9, 8
 43, 360, 0, 21, 9, 13
 48, 360, 0, 25, 9, 14
 48, 360, 0, 25, 9, 14
 33, 360, 0, 14, 13, 6
  13, 360, 0, 7, 1, 5
   49, 360, 0, 26, 9, 14
  29, 360, 0, 17, 6, 6
